id,month_year,state_board_id,port_board_id,commodities_group_wise_id,ov_ul_if,ov_ul_ff,ov_l_if,ov_l_ff,ov_total,co_ul_if,co_ul_ff,co_l_if,co_l_ff,co_total,grand_total,status,approved_on,created_on,modified_on,created_by_user_id,updated_by_user_id,data_updated_no_of_times,last_data_updated_on,last_data_updated_by_user_id
106,2017-01-01 00:00:00,3,27,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
107,2017-01-01 00:00:00,3,27,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
108,2017-01-01 00:00:00,3,27,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:44:04,2017-05-23 15:02:40,,68,,0,,
109,2016-04-01 00:00:00,3,27,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
110,2016-04-01 00:00:00,3,27,2,0.000,6008.000,0.000,0.000,6008.000,0.000,0.000,0.000,0.000,0.000,6008.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
111,2016-04-01 00:00:00,3,27,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
112,2016-04-01 00:00:00,3,27,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
113,2016-04-01 00:00:00,3,27,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
114,2016-04-01 00:00:00,3,27,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
115,2016-04-01 00:00:00,3,27,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Approved,2017-11-24 12:45:16,2017-05-23 15:05:34,2017-11-24 12:45:16,68,63,0,,
